INISIAL ,RESPON,LEVEL KOMPETENSI,English,Summaries
DH,Pernah dan mungkin serta kemungkinannya masih berlangsung  pembuatan dokumen kependudukan tidak dipungut biaya alias gratis  Hal ini sudah sering ditekankan kepada rekan rekan kerja yang bersentuhan langsung dengan penduduk  kebetulan juga saya jadi ketua tim pengaduan  gratis dan tidak boleh meminta atau menerima pemberian dalam bentuk apapun dari penduduk pemohon serta hindari melayani  fasilitator   isitilah halus kami untuk calo   namun sampai sekarang masih ada dan dapat dipastikan lebih dari satu dua rekan kami yang sering berususan dengan fasilitator diakhiri dengan gratifikasi dengan nominal sekian atau  gratis dikasih  berupa barang walau dari sisi nilai tidak terlalu berharga malah lebih membahayakan kesehatan  Berkaca dari pengalaman anak anak kami kena OTT  maka selalu ditekankan kepada rekan kami untuk menghindari mematok rupiah  menerima pemberian serta jangan melayani fasilitator  dinas tidak akan lagi  membantu  kalau suatu hari terjadi lagi peristiwa OTT ,2,"in the past, it is possible and the possibility is that the preparation of population documents is still ongoing, free of charge or free. this has often been emphasized to co-workers who have direct contact with residents. coincidentally, i am also the head of the free complaints team and cannot ask for or accept gifts in any form from applicant residents. and avoid serving facilitators, our euphemistic term for brokers, but up to now there are still and we can be sure that more than one or two of our colleagues who often deal with facilitators end up with gratuities of a nominal amount or are given free items in the form of goods, even though the value is not very valuable, it is even more dangerous to health. reflecting on the experience of our children being affected by ott, we always emphasize to our colleagues to avoid pegging the rupiah for receiving gifts and not to serve service facilitators who will no longer help if one day another ott incident occurs.","in the past, it is possible and the possibility is that the preparation of population documents is still ongoing, free of charge or free."
TL,Pada saat kami harus melakukan pelayanan ke masyarakat di Hari Saptu  dan jadwal kegiatan pelayanan sudah ditentukan sebelumnya  tetapi  dalam waktu yang bersamaan saya harus menghadiri undangan  rapat orang tua murid dari sekolah   suami tidak bisa menghadiri  Yang saya lakukan pada saat itu membagi tugas dengan anak yang pertama   saya berangkat ke tempat pelayanan   Kakanya mewakili orang tua ke pertemuan sekolah  adiknya  dan sebelumnya saya memberikan pengertian kepada si bungsu  karena ibu ada tugas yang sudah dijadwalkan jadi tidak bisa meninggalkan tugas kantor ,3,at the time we had to provide service to the community on saturday and the schedule of service activities had been determined beforehand but at the same time i had to attend an invitation to a parent meeting from the school. my husband couldn't attend. what i did at that time was dividing tasks with my first child. left for the service place. his older brother represented his parents at his younger sibling's school meeting and before that i explained to the youngest because my mother had a task that had been scheduled so she couldn't leave her office duties.,at the time we had to provide service to the community on saturday.
TL,Pernah  terjadi ketika ada Pegawai yang berada di lingkungan sekretariat   bawahan langsung melakukan tindakan yang kurang baik karena sedang bermasalah di keluarganya dan berdampak pada kinerja staf tersebut  yang tadinya punya semangat kerja yang baik mulai menurun  jarang apel pagi  memakai seragam seenaknya Pada situasi tersebut saya sebagai atasan punya kewajiban untuk melakukan pembinaan  pertama mengingatkan kepada pegawai tersebut supaya mengikuti apel pagi dan memakai seragam sesuai aturan  selanjutnya saya memanggil isteri dari pegawai yg bersangkutan digali apa yang menjadi permasalahan kurang harmonisnya keluarga  kemudian memanggil ke duanya untuk diberikan arahan dan solusinya supaya cepat mengambil jalan yang terbaik agar anak tidak menjadi korban dan pekerjaan yang menjadi tanggungjawabnya bisa dikerjakan sesuai yang ditargetkan serta memiliki semangat kerja lagi,3,"it once happened that an employee who was in a subordinate secretariat environment immediately took an unfavorable action because he was having problems in his family and this had an impact on the performance of the staff, who previously had good work morale, began to decline, rarely came to the morning and wore uniforms at will. in this situation, i as a superior had the obligation to carry out coaching first reminded the employee to attend morning assembly and wear uniforms according to the rules. next, i called the wife of the employee concerned to find out what was the problem of lack of harmony in the family, then called both of them to give directions and solutions so that they could quickly take the best path so that children do not become victims and the work they are responsible for can be done according to the target and they have the enthusiasm to work again",it once happened that an employee in a subordinate secretariat environment immediately took an unfavorable action because he was having problems in his family.
YM,Pada saat saya menjabat sebagai Camat Cipaku saya mengadakan kegiatan pengajian syukuran dengan mengundang tetangga dan sanak keluarga dirumah  ketika pengajian akan dimulai  saya mendapatkan informasi terjadinya bencana alam angin puting beliung di Desa Bangbayang Kecamatan Cipaku sehingga saya langsung meminta maaf kepada tamu undangan karena saya tidak dapat mengikuti kegiatan tersebut hingga selesai karena saya selaku camat harus berada pada lokasi bencana untuk segera mengambil keputusan dan koordinasi terkait evakuasi warga yang terkena dampak bencana  Jadi saya akan menghadapi dengan tenang dan saya akan memprioritaskan penyelesaian konflik kepentingan pekerjaan dengan mengidentifikasi permasalahan  mengdiagnosis permasalahan yang terjadi  memberikan solusi  pelaksaan solusi dan mengevaluasi solusi tersebut  Setelah menyelesaikan koflik pekerjaan selanjutnya adalah menyelesaikan konflik kepentingan pribadi ,2,"when i served as cipaku sub-district head, i held a thanksgiving recitation activity by inviting neighbors and relatives at home. when the recitation was about to start, i received information about the natural disaster of a tornado in bangshadow village, cipaku district, so i immediately apologized to the invited guests because i could not attend. this activity has been completed because as the sub-district head i have to be at the disaster location to immediately make decisions and coordinate regarding the evacuation of residents affected by the disaster. so i will face it calmly and i will prioritize resolving work conflicts of interest by identifying problems, diagnosing problems that occur, providing implementation solutions. solution and evaluate the solution. after resolving the conflict, the next job is to resolve the conflict of personal interest","when i served as cipaku sub-district head, i held a thanksgiving recitation activity."
YM,Pernah  hal ini seperti masih banyak pegawai yang hanya duduk dan bercanda dalam ruangan serta ada juga pegawai yang selalu bermain Games dan facebook yang berakibat menumpuknya pekerjaan yang diberikan  Dalam menyikapinya saya menegur dan mengingatkan rekan kerja tersebut untuk menyelesaikan pekerjaan yang telah diberikan dengan cara yang halus agar tidak menyinggung perasaan orang tersebut ,2,once this happened like there were still many employees who just sat and joked around in the room and there were also employees who were always playing games and facebook which resulted in piling up the work given. in response to this i reprimanded and reminded the co-worker to complete the work that had been given in a smooth manner so that don't offend the person,once this happened like there were still many employees who just sat and joked around in the room.
AWR,Saya mendapat tugas sebagai Sekretaris Dinas Kesehatan Akhir Bulan Januari Tahun  2021  yang pada waktu itu sedang penanganan KLB covid 19 dengan berbagai kegiatan  yang menjadikan Dinas Kesehatan harus bekerja di kantor dan di lapangan  tidak ada  WFH   sekira bulan Juli ada kabar anak saya yg paling besar terkena covid 19 di  pesantren Sukahideung Singaparna  dengan kabar dari pengurus pesantren dan pihak  sekolah MAN 1 agar di jemput karena tempat isolasi di pesantren tidak ada dan UKS  sekolah tdk memungkinkan  karena ada karantina wilayah saya minta ijin ke PSC 119 dan  Satgas covid 19 untuk melakukan penjemputan  namun tdk di ijinkan  saran nya agar di  jemput ambulance saja  posisi ambulance cadangan di dinas kesehatan sedang stanby  dengan posisi penugasan lapangan   Di saat yang sama saya sebagai koordinator POSKOPENGKETOK  posko pengendalian  ketersediaan oksigen  bagi RSUD  RS swasta  puskesmas dan isolasi terpusat kabupaten  dan kecamatan telah terjadi kekosongan oksigen di distributor wilayah  dengan  mengandalkan surat penugasan POSKOPENGKETOK tersebut saya berangkat sendiri  dengan mobil dinas ke pihak SAMATOR di tasikmalaya dan Aneka GAS di singaparna   melalui loby loby tetap nihil hasilnya karena mereka punya distributor yang sedang mengalami peningkatan permintaan juga  kemudian saya kembali ke tasikmalaya di  produsen PANCA PRIMA sekitar isya saya melakukan loby loby akhirnya berhasil dengan  skema kerjasama bagi RSUD dan puskesmas  setelah itu melalui telepon saya  melaporkan ke pa kadis kesehatan dan pak sekda bahwa pengiriman oksigen akan  dilakukan mulai 2 hari ke depan  kemudian pa sekda dengan alasan kemanusiaan segera  dilakukan rapat terbatas malam itu juga  namun saya menyampaikan agar dilaksanakan  besok pagi dengan alasan menjaga kondisi tubuh peserta rapat tersebut  demikian juga saya punya kesempatan bisa menjemput anak saya ke pesantren dengan berbekal 1 buah  tabung oksigen besar pinjaman PANCA PRIMA sebagai antisipasi pencegatan karantina wilayah  pos pencegatan sesuai PSC 119 sudah di rilis   akhirnya melalui 4 pos  pencegatan karantina wilayah di tasikmalaya dan singaparna saya bisa membawa anak  pulang dari sekolah tengah malam itu juga dengan harap harap cemas saya tertular covid 19 di mobil dinas   Keesokan harinya dilaksanakan rapat terbatas  saya menyampaikan hasil koordinasi  sesuai dengan penugasan POSKOPENGKETOK  bahwa melihat situasi kondisi yang  tidak normal dalam penanganan covid 19  ketersediaan oksigen  agar smua pihak  dengan alasan kemanusiaan untuk membantu situasi yang sulit ini meskipun secara  aturan  administrasi dan kepatuhan azas penganggaran dinas kesehatan yang  bertanggung jawab  dijelaskan pula bahwa skema kerjasama yang saya ambil smalam  merupakan sebuah tindakan yang berawal dari alasan produsen PANCA PRIMA  menyampaikan  pemerintah Indonesia tidak akan bangkrut  akan saya bantu  maka  dengan segala konsekuensi yang saya ambil dan alasan kemanusiaan tersebut  maka  PANCA PRIMA membuat instalasi oksigen konsentrat ke esokan harinya dan  membangun instalasi gas medik  LIQUID  dalam waktu 1 bulan kedepan  dengan skema  kerjasama antara BLUD rsud dengan PANCA PRIMA   Skema ini diterima oleh pa sekda dan dilaporkan ke pak bupati sebagai pemilik BLUD dan  disetujui oleh beliau  Setelah itu disusun oleh dinas kesehatan dan RSUD ciamis untuk  dibuat kerjasama nya dalam memenuhi persyaratan aturan administrasi penganggaran  nya   ,3,"i was assigned as secretary of the health service at the end of january 2021, which at that time was handling the covid 19 outbreak with various activities which meant that the health service had to work in the office and in the field without wfh. around july there was news that my oldest child had covid. 19 at the sukahideung singaparna islamic boarding school with news from the boarding school administrators and the man 1 school that they should be picked up because there is no isolation place at the islamic boarding school and the school's uks is not possible because there is regional quarantine. i asked for permission from psc 119 and the covid 19 task force to carry out the pick-up but they were not received. allow me to suggest that you just pick up an ambulance. the reserve ambulance position at the health service is on standby with a field assignment position. at the same time, i am the coordinator of the poskopengketok post controlling the availability of oxygen for regional hospitals, private hospitals, health centers and centralized isolation for districts and sub-districts. there has been a shortage of oxygen at regional distributors. relying on the poskopengketok assignment letter, i went alone in an official car to samator in tasikmalaya and aneka gas in singapore via the lobby lobby but still no results because they had distributors who were experiencing an increase in demand and then i returned to tasikmalaya at the panca prima producer around isha conducting lobbying finally succeeded with a cooperation scheme for regional hospitals and community health centers. after that, via telephone, i reported to the head of the health department and the regional secretary that oxygen deliveries would be carried out starting in the next 2 days, then the regional secretary, for humanitarian reasons, immediately held a limited meeting that same evening, but i conveyed that it should be held tomorrow morning for the reason of maintaining the body condition of the meeting participants. likewise, i have the opportunity to pick up my child to the islamic boarding school armed with 1 large oxygen cylinder loaned by panca prima in anticipation of regional quarantine intercepts. the intercept post according to psc 119 has been finally released on 4 regional quarantine interception posts in tasikmalaya and singapore. i was able to take my child home from school in the middle of the night. i was worried that i was infected with covid 19 in the official car. the next day a limited meeting was held. i conveyed the results of the coordination in accordance with the poskopengketok assignment, seeing that the situation was not normal. in handling covid 19, the availability of oxygen so that all parties for humanitarian reasons can help in this difficult situation, even though in terms of administrative regulations and compliance with responsible health service budgeting principles, it is also explained that the cooperation scheme that i took last night was an action that started from the reasons of the panca prima producer. conveyed that the indonesian government would not go bankrupt, i would help, so with all the consequences that i took and for humanitarian reasons, panca prima built a concentrated oxygen installation the next day and built a liquid medical gas installation within the next 1 month with a cooperation scheme between blud hospitals and panca prima this scheme was accepted by the regional secretary and reported to the regent as the owner of the blud and approved by him. after that, it was prepared by the health service and the ciamis regional hospital for collaboration in fulfilling the requirements of the budget administration rules.",i was assigned as secretary of the health service at the end of january 2021.
AWR,Kejadian pertama terkait konsekuensi aturan finger print yang terkoneksi dengan TPP  apabila tidak ijin yang jelas akan berpengaruh terhadap penerimaan TPP  yang biasa nya  bisa diganti dengan surat penugasan mulai pertengahan Tahun 2022 sudah tidak  diberlakukan lagi karena pengendalian covid 19 dan vaksinasi di lapangan mulai  menurun  imbas nya mereka harus tetap disiplin dalam melakukan absensi tanpa  menurunkan gerak cepat ke lapangan   Kejadian kedua terkait pemberlakukan PERMENPARB dalam reformasi birokrasi dan  penyederhanaan birokrasi  banyak yang di dinas kesehatan jabatan fungsional  memegang jabatan sebagai pengelola program dan jabatan pelaksana  rangkap jabatan    mereka harus melepaskan jabatan itu agar butir kegiatan jabatan fungsional  SKP   mereka tercapai  adapun tugas tambahan dalam SKP sifat nya hanya sementara  dalam  perjalanan nya menuai pro kontra  di akhir tahun 2022 mereka sudah harus menyusun  capaian kinerja jabatan fungsional  setelah dilakukan desk  evaluasi person to person  baru mereka menyadari banyak butir kegiatan yang tidak dilakukan  karena dasar SKP ini  sebagi bukti dalam hal apabila akan naik pangkat atau naik jenjang jabatan fungsional   Kejadian ketiga terkait rencana kebutuhan  renbut  dan anjab ABK di puskesmas dan di  dinas kesehatan  para administratur  kabid  dan kepala puskesmas membuat anjab ABK  dan renbut berdasarkan kondisi pegawai yang ada  tanpa melihat cakupan pelayanan  yang dilaksanakan oleh dinas kesehatan dan puskesmas  yang akhirnya renbut dan anjab  ABK dinas kesehatan dan puskesmas dilakukan desk terhadap masing masing kabid dan  kepala puskesmas  Hal ini dilakukan agar butir kegiatan dan SKP yang dimiliki para  pemilik jabatan fungsional dapat dilakukan secara optimal proporsional dan sesuai  dengan apa yang dikerjakan   ,3,"the first incident is related to the consequences of the finger print rule connected to the tpp if there is no clear permission which will affect the acceptance of the tpp which can usually be replaced with an assignment letter starting in mid-2022, which will no longer be enforced because the control of covid 19 and vaccination in the field has begun to decrease. must remain disciplined in carrying out attendance without reducing movement quickly to the field. the second incident related to the implementation of the permenparb in bureaucratic reform and bureaucratic simplification. many in the health service in functional positions held positions as program managers and concurrently implementing positions. they had to relinquish those positions so that the functional position activities were their skp has been achieved, while the additional tasks in the skp are only temporary, on the way to reaping the pros and cons. at the end of 2022, they have to compile the performance achievements of functional positions after carrying out a person to person evaluation desk, only then do they realize that there are many items of activity that have not been carried out because of the basis of this skp. as evidence in the event that if you are going to be promoted or move up the functional level of position. the third incident is related to the plan for the need for recruitment and employment of abk at the health center and in the health service, the head of the division administrator and the head of the community health center make anjab abk and recruitment based on the condition of existing employees without looking at the scope of services carried out. by the health service and community health center, which finally took over and worked with the crew of the health service and community health center to be carried out by the respective head of division and head of the community health center. this was done so that the activities and skps held by functional position holders could be carried out optimally, proportionally and in accordance with what was being done.",the first incident is related to the consequences of the finger print rule connected to the tpp.
EO,Pengalaman yang pernah terjadi pada saya  lebih sering mengedepankan kepentingan  pekerjaan untuk lebih cepat dikerjakan dan diselesaikan  dibandingkan untuk  menyelesaikan kepentingan pribadi  Namun hal tersebut dilakukan jika kepentingan  pekerjaan merupakan hal yang benar benar urgent  Adakalanya pula ketika kepentingan  pribadi dilakukan terlebih dahulu  jika sifatnya memang benar benar urgent yang  berkaitan langsung dengan nyawa   Pengalaman yang sering terjadi pada diri saya adalah seringkali mengedepankan  penyelesaian kepentingan pekerjaan  dikarenakan mengikat secara tidak langsung  kepada institusi organisasi yang didalamnya terdapat orang orang yang sudah menjadi  keluarga kedua setelah keluarga kesatu di rumah   Apabila kepentingan pribadi terkait dengan keselamatan keluarga  otomatis saya akan  meminta ijin terlebih dahulu keatas saya  yang dilanjutkan membagi habis tugas kepada  bawahan serta bidang sehingga semua akan selesai secara bersamaan atau bertahap ,2,"the experience that has happened to me is that i more often prioritize work interests to be done and completed more quickly than to resolve personal interests. however, this is done if work interests are something that is truly urgent. there are also times when personal interests are carried out first if they are truly urgent. directly related to life. an experience that often occurs to me is that i often prioritize resolving work interests because they are indirectly tied to organizational institutions in which there are people who have become a second family after the first family at home. if personal interests are related to family safety, i will automatically ask my superiors for permission first and then distribute the tasks to subordinates and departments so that everything will be completed simultaneously or in stages",the experience that has happened to me is that i more often prioritize work interests to be done more quickly.
EO,Pernah terjadi ketika dalam pemenuhan pemenuhan data HPS dalam rangka  mendukung MCP KPK sebagai bagian dari kontrol perencanaan dan penganggaran  yang diminta oleh Inspektorat  dimana HPS untuk pekerjaan yang akan dilelangkan lebih  banyak disusun dan dibuat oleh Kepala Bidang yang dibantu oleh tim kerja dari masing masing bidang  Dari awal setelah ada surat permintaan  terus diingatkan dan  diperintahkan dan untuk segera diselesaikan oleh Kepala Bidang dan tim kerja bidang  terkait permintaan dimaksud agar dapat dijadikan bagian dari mitigasi resiko dengan  adanya kontrol dari APIP sehingga rangkaian proses pemenuhan aturan dan norma  dapat terlaksana  Dan hasil dari tindaklanjut dari bidang teknis akan diminta laporannya   sudah sejauhmana penyelesaian dari tugas tersebut   Selanjutnya melaporkan hasilnya kepada pimpinan sebagai bahan laporan dan kontrol  agar capaian kinerja organisasi tetap terkendali  ,2,"it once happened that in fulfilling the hps data in order to support the kpk's mcp as part of the planning and budgeting control requested by the inspectorate, the hps for the work to be tendered was mostly prepared and made by the head of division who was assisted by a work team from each field. from the start after a letter of request is received, you will continue to be reminded and ordered and to be immediately resolved by the head of the division and the work team in the field related to the request so that it can be made part of risk mitigation with control from apip so that the series of processes for fulfilling the rules and norms can be carried out and the results of the follow-up from the technical field you will be asked to report how far you have completed the task. then report the results to the leadership as reporting and control material so that the organization's performance achievements remain under control.",you will be asked to report how far you have completed the task.
Il,Melihat skala prioritas  apakah saat itu pekerjaan di kantor segera dan penting atau tidak serta kepentingan pribadi segera dan penting atau tidak   Melaksanakan kegiatan yang lebih priorita dan mengkondisikan priorita kedua  Misal    Apabila kepentingan pribadi lebih prioritas dan didahulukan  maka peran di kantor di  delegasikan kepada rekan kerja lain  begitupun sebaliknya  ,2,"look at the priority scale, whether at that time work in the office is immediate and important or not and personal interests are immediate and important or not. carry out activities that are more priority and condition the second priority. for example, if personal interests are more priority and come first then roles in the office are delegated to other co-workers as well. on the contrary","look at the priority scale, whether at that time work is immediate and important or not."
Il,Pernah   Ketaatan jadwal petugas piket pelayanan belum optimal   Misal   Petugas piket pelayanan front office tidak semuannya hadir dan tanpa keterangan   Petugas piket pelayanan selain dari pegawai Dinas Sosial juga melibatkan unsur  pendamping sosial  PKH  Tagana dan TKSK   Dari unsur pendamping sosial biasanya  tidak hadir semua dan tanpa keterangan   Menyikapi hal tersebut saya mengusulkan ke Sekretariat agar pelayanan dapa berlangsung terus sesuai aturan  untuk petugas piket  pendamping sosial PKH  Tagana dan TKSK berasal dari satu kecamatan pada hari yang  sama  Mulai bulan Maret 2023 diterapkan   ,2,"have you ever adhered to the schedule of service picket officers not being optimal? for example, not all of the front office service picket officers are present and without information. service picket officers, apart from social service employees, also involve social assistance elements from pkh tagana and tksk. of the social assistance elements, usually all of them are not present and without information. responding to matters i propose to the secretariat that services can continue according to the rules for pkh tagana and tksk social assistance picket officers from the same sub-district on the same day. starting in march 2023, this will be implemented",have you ever adhered to the schedule of service picket officers not being optimal?
AM,  Dalam suatu pekerjaan adalah hal biasa dan wajar bila terjadi konflik antara  kepentingan pribadi dan pekerjaan  karena kita manusia pasti punya keterbatasan  yang tentunya ini mungkin akan bersentuhan pada pribadi dan pekerjaan      Untuk menghadapinya yang penting bagi saya adalah bagaimana kita menyikapi  situasi tesebut  diperlukan suatu ketenangan dan kesabaran untuk  memutuskannya jangan terbawa emosi dan nafsu yang pada akhirnya salah  memilih  dan bila diperlukan mungkin kita bisa minta saran dan masukan dari  orang lain  baik itu rekan kerja atau pimpinan kita      Untuk kepentingan pribadi kadangkalanya ada hal hal yang bisa kita  kesampingkan selagi masih ada waktu untuk melakukannya  kecuali jika itu yang  sangat penting dan tidak bisa ditinggalkan  misal orang tua kita sakit dan kita  adalah anak satu satunya yang ada didekatnya  maka kita bisa memohon izin  pimpinan sehubungan hal tersebut  dan saya yakin pimpinan juga akanmengerti  bila menghadapi hal tersebut     Selanjutnya untuk kepentingan pekerjaan  maka kita harus bisa membagi mana  yang harus dikerjakan oleh kita  mana yang bisa didelegasikan pada rekan kerja  kita  sehingga kepentingan pekerjaan dapat terpenuhi dan tidak bertentangan  dengan kepentingan pribadi    ,2,"in a job, it is normal and natural for there to be a conflict between personal and work interests because we humans definitely have limitations, which of course may touch on personal and work. to deal with this, what is important to me is how we respond to this situation, we need calm and patience to don't be carried away by emotions and passions that ultimately make the wrong choice, and if necessary, maybe we can ask for advice and input from other people, be it colleagues or our leaders. for personal interests, sometimes there are things we can put aside while there is still time to do so unless that is very important and cannot be abandoned, for example our parents are sick and we are the only child nearby then we can ask the leadership for permission regarding this matter and i am sure the leadership will also understand if we face this. furthermore, for the sake of work, we must be able to share which ones must be done by us and which ones can be delegated to our colleagues so that work interests can be fulfilled and do not conflict with personal interests","in a job, it is normal for there to be a conflict between personal and work interests."
AM,  Pernah terjadi penerapan kepatuhan terhadap aturan dan norma di antara rekan kerja atau organisasi masih belum optimal     Tahun 2009 pada saat bertugas di Sekretariat Daerah   penerapan kepatuhan  terhadap aturan dan norma di antara rekan kerja atau organisasi terkadang masih  belum optimal itu pernah terjadi  sebagai contoh kedisiplinan masuk kerja dan apel  pagi  sering kita melihat bahwa ada pegawai yang rajin masuk kerja tepat waktu  dan mengikuti apel pagi  tetapi ada juga pegawai yang kurang rajin masuk kerja  tepat waktu dan jarang mengikuti apel pagi  Tetapi sikap dan tindakan yang diambil  pimpinan terkadang tidak perduli karena lebih mengutamakan yang penting  pekerjaan selesai     Menykapi hal tersebut  bagi saya adalah bagaimana saya berusaha untuk  senantiasa mengikuti aturan dan norma dengan baik  sehingga mampu  memberikan contoh bagi orang lain  untuk menegur orang lain tidak selamanya  dilakukan dengan kata kata  tetapi dengan sikap dan prilaku kita yang berupaya  untuk lebih baik mungkin itu bisa memberikan dorongan bagi orang lain untuk  berubah  akan tetapi memang kadang diperlukan suatu kata bila hal itu sudah tidak  bisa lagi untuk ditoleransi  mungkin diperlukan juga menyampaikan saran dan  masukan kepada pimpinan dalam suatu sarana dan waktu yang tepat sehingga  saran dan masukan kita dapat diterima  ,2,"in 2009, while serving at the regional secretariat, the application of compliance with rules and norms among co-workers or organizations was sometimes still not optimal. this happened as an example of discipline when entering work and we often see that there are employees who are diligent in coming to work on time and following the morning assembly, but there are also employees who are less diligent in coming to work on time and rarely attend the morning assembly. however, the attitudes and actions taken by the leadership sometimes don't care because they prioritize the important work. finished responding to this for me is how i try to always follow the rules and norms well so that i can set an example for others. to reprimand others is not always done with words but with our attitude and behavior which strives to be better, maybe that can provide encouragement for other people to change, but sometimes a word is needed if something can no longer be tolerated, perhaps it is also necessary to convey suggestions and input to the leadership in the right way and at the right time so that our suggestions and input can be accepted","in 2009, while serving at the regional secretariat, the application of compliance with rules and norms among co-workers was sometimes still not optimal."
HBS,Pada awal tahun 2014  saya sedang menduduki jabatan sebagai Camat di Kecamatan  Jatinagara  Saya pernah menghadapi dua situasi yang mempertemukan antara  kepentingan pribadi dan pekerjaan  Waktu itu saya sedang menyelesaikan penyusunan  tesis untuk mengejar deadline waktu wisuda yang sudah  injury time   Pada saat yang  bersamaan saya dihadapkan pada beberapa pekerjaan dan permasalahan yang  memerlukan penanganan dan harus segera diselesaikan  yaitu permasalahan adanya  penyalahgunaan anggaran Program Nasional Pemberdayaan Masyarakat  PNPM   Mandiri Pedesaan  yang apabila tidak terselesaikan pada waktu itu maka akan berakibat  pada tidak tersalurkannya dana PNPM ke wilayah Kecamatan Jatinagara  Kalau hal ini  terjadi maka yang akan menjadi korban adalah Masyarakat  Menghadapi dua situasi ini   karena tidak mungkin keduanya diselesaikan dalam waktu yang bersamaan  dan keduanya memerlukan kinerja dan fokus yang penuh  maka harus ada yang  diprioritaskan  Dengan mempertimbangankan dampak yang akan ditimbulkan dari kedua  situasi tersebut  maka saya memprioritaskan untuk menyelesaikan dulu permasalahan  pekerjaan  Pertimbangannya  kalau untuk mengejar wisuda masih bisa mengikuti  gelombang berikutnya  Tetapi kalau permasalahan pekerjaan ini tidak terselesaikan akan  berdampak tidak baik bagi pelaksanaan pembangunan dan masyarakat pada umumnya  Dan pada akhirnya keduanya dapat terselesaikan dengan baik  ,3,"at the beginning of 2014, i was holding the position of sub-district head in jatinagara district. i faced two situations that brought together personal interests and work. at that time, i was completing the preparation of a thesis to meet the graduation deadline which was already injury time. at the same time, i was faced with several jobs. and problems that require handling and must be resolved immediately, namely the problem of misuse of the pnpm mandiri rural national community empowerment program budget, which if not resolved at that time will result in pnpm funds not being channeled to the jatinagara district area. if this happens then the victims will be society facing these two situations because it is impossible for both to be resolved at the same time and both require full performance and focus, there must be a priority. taking into account the impact that will arise from these two situations, i prioritize solving work problems first. the consideration is if i pursue graduation. can still follow the next wave. but if this work problem is not resolved it will have a bad impact on the implementation of development and society in general. and in the end both can be resolved well","at the beginning of 2014, i was holding the position of sub-district head in jatinagara district."
HBS,Pernah  yaitu berkaitan dengan pelaksanaan disiplin pegawai pada saat pelaksanaan apel  pagi  Masih ada beberapa rekan kerja yang tidak mengikuti kegiatan apel pagi dengan  berbagai alasan yang dikemukakan  Hampir pada setiap pelaksanaan apel pagi tidak  pernah diikuti secara lengkap oleh seluruh pegawai  Menyikapi situasi ini  beberapa hal  yang saya lakukan antara lain Melaporkan situasinya kepada pimpinan  Melakukan  koordinasi dengan atasan langsung dari setiap pegawai  Memberikan himbauan dan  melakukan pendekatan persuasif  serta Memberikan teguran  ,3,"once, it was related to the implementation of employee discipline during the morning roll call. there were still a number of colleagues who did not take part in the morning roll call activity for various reasons put forward. almost every morning roll call exercise was never followed completely by all employees. in response to this situation, there were several things i did. among other things, reporting the situation to the leadership coordinating with the direct superior of each employee providing advice and taking a persuasive approach as well as providing warnings","once, it was related to the implementation of employee discipline during the morning roll call."
IAR,Saya akan mengutamakan pekerjaan  karena itu merupakan sumpah saya sebagai ASN untuk mendahulukan pekerjaan daripada kepentingan pribadi  Yang saya akan lakukan saat itu  saya akan memberikan pengertian kepada keluarga bahwa tugas adalah yang paling utama  Itupun  kalau sifatnya keperluan keluarga biasa  Kalaupun ada keperluan keluarga yang sifatnya penting seperti yang berhubungan dengan kesehatan yang harus cepat ditangani maka saya akan melapor kepada Sekda untuk meminta petunjuk dan arahan ,1,"i will prioritize work because it is my oath as an asn to prioritize work over personal interests. what i will do at that time is i will give the family the understanding that duty is the most important. even if it is an ordinary family need. even if there is an important family need like the one above. related to health that must be handled quickly, i will report to the regional secretary to ask for instructions and direction",i will prioritize work because it is my oath as an asn to prioritize work over personal interests.
IAR,Pernah  dalam sebuah kegiatan kabupaten dimana kegiatannya melibatkan beberapa organisasi yang terkait tetapi terkesan tidak adanya kolaborasi lintas organisasi  Karena kurangnya koordinasi dengan dinas terkait sesuai tugas pokok dan fungsinya  Kemudian  dengan kondisi seperti itu maka saya melapor sekaligus meminta izin kepada pimpinan dalam hal ini sekda dan bupati  seizin beliau saya akan mengundang organisasi terkait untuk membuat tim besar yang didalamnya tertuang tugas masing masing setiap organisasi yang terlibat dalam acara tersebut  ,1,"once in a district activity where the activities involved several related organizations but it seemed that there was no cross-organization collaboration due to a lack of coordination with the relevant agencies according to their main tasks and functions. then with conditions like that, i reported and asked for permission from the leadership, in this case the regional secretary and the regent for permission. i will invite the relevant organizations to form a large team in which the respective tasks of each organization involved in the event will be outlined",once in a district activity where the activities involved several related organizations but there was no cross-organization collaboration.
