RESPONSES,LEVEL KOMPETENSI
"Orientasi pada Hasil; Pada saat pertama saya bertugas di Bappeda saya ditunjuk menjadi PPTK penyusunan RPJMD 2014 2019 kemudian menyusun perubahan RPJPD 2005 2025. Meskipun ada tim yang dibentuk tetapi tetap saja PPTK harus menyiapkan bahan dan menjadi operator juga sering diajak berdiskusi oleh Kepala. Dalam penyusunan dokumen perencanaan tersebut disusun jadwal yang berisikan uraian kegiatan dan waktu pelaksanaan yang menjadi acuan, kemudian setiap dua minggu sekali melakukan evaluasi progres kegiatan dan permasalahan yag dihadapi. Kemudian dalam penyelasaian pekerjaan tersebut saya melibatkan orang orang yang berkomitmen untuk berkeja secara efektif.",2
"Orientasi pada Hasil; Target kerja yang saya anggap sulit selama ini adalah dalam penyusunan dokumen RKPD karena begitu kompleks. Dalam penyusunan dokumuen tersebut banyak tahapan yang harus dilalui mulai Forum konsultasi Publik, Musrenbang Desa, Musenbang Kecamatan, Forum OPD, Musrenbang Kabupaten dan mengikuti tahapan perencanaan yang lebih atas. Dalam penyusunan dokumennyapun terdiri dari Rancangan Awal, Rancangan dan Rancangan Akhir. Dapat dikatakan bahwa selain bersifat administrasi penyusunan RKPD juga bersifat teknis yang melibatkan banyak pihak dan peserta baik formal maupun informal termasuk acara seremonial. Cara saya dalam menjalankan tugas tersebut adalah menyusun jadwal sesuai aturan yang ada dan membentuk Tim dengan melibatkan pihak pihak terkait. Apabila terdapat permasalahan segera saya laporkan kepada pimpinan untuk mendapatkan solusi sehingga hasil akhir dalam penyusunan RKPD tersebut sesuai dengan jadwal yang ditentukan dan hasil evaluasi Provinsi tidak banyak yang harus diperbaiki.",2
Orientasi pada Hasil; Pernah pada saat di Satpol PP ada kegiatan Jambore Satpol PP yang ditargetkan mendapatkan juara lintas alam akan tetapi tidak tercapai. Hal ini dikarenakan persiapan peserta kurang matang terutama persiapan fisiknya. Selanjutnya untuk menjaga kebugaran dan persiapan perlombaan kedepan setiap hari jumat diwajibkan olah raga lari dan setiap 6 bulan sekali ada kegiatan kesemamptaan jasmani.,2
"Orientasi pada Hasil; Pada Januari 2013 saya di mutasi dari BKPSDM ke Bidang Aset BPKD, pada saat itu Kaupaten Ciamis masih mendapatkan opini Wajar Dengan Pengecualian  WDP  dari BPK RI, saya langsung mempelajari dan menelaah kendala dalam penyajian Neraca Aset yang selama ini belum sesuai dengan Sistem Akuntansi Pemerintah, maka pada saat itu saya menyimpulkan permasalahan sebagai berikut   1. Kurangnya memahami di Bidang Aset dalam hal penyajian Neraca Aset belum sesuai dengan SAP  Sistem Akuntansi Pemerintah , sehingga menimbulkan permasalahan dengan Bidang Akuntansi   Pelaporan  AKLAP  yang menyajikan Laporan Keuangan Pemerintah Daerah  LKPD  yaitu tidak balance antara LRA dengan hasil nilai asset, serta tidak bisa menjelaskan CaLK  Catatan atas Laporan Keuangan  2. Sumber Daya Manusia Aparatur masih belum optimal hal ini dikarenakan para Pengurus Barang di setiap SKPD, UPTD, Sekolah dan Puskesmas masih berlatar belakang berpendidikan rendah dan usia mendekati pensiun 3. Sarana dan Prasarana belum mendukung untuk menyajikan Neraca berbasis aplikasi dan online  dalam membuat laporan rekonsiliasi asset para Pengurus Barang SKPD tidak perlu datang secara ofline ke Bidang Aset  Langkah langkah menghadapi permasalahan tersebut, saya melaksanakan   1. Mempelajari SAP dan Buletin Teknis Akuntansi  pengakuan pencatatan asset  2. Melaksanakan Bimbingan Teknis Penatausahaan dan Pengelolaan Barang Milik Daerah bekerjasama dengan Pihak BPKP, BPK RI dan Pusdiklat Kemendagri Regional Bandung, dengan peserta sejumlah 200 orang para Pengurus Barang Dinas, Kecamatan, UPTD Dinas Pendidikan, UPTD Puskesmas dan Sekolah Menengah Atas SMP, yang terbagi dalam 4  empat  angkatan bertempat di Pusdiklat Kemendagri Regional Bandung. 3. Mengadakan kerja sama dengan pihak BPKP untuk pelatihan aplikasi SIMDA BMD 4. Membuat kajian yang ditujukan kepada Bapak Sekretaris Daerah mengenai persyaratan pengangkatan Pengurus Barang dan Operator Pengurus Barang, jadi dengan demikian setiap SKPD dalam mengajukan Pengurus Barang harus memenuhi kriteria yang telah ditentukan. 5. Mengajukan pengadaan server untuk menampung data BMD dari setiap SKPD Dinas, Kecamatan, UPTD Dinas Pendidikan, UPTD Puskesamas dan setiap sekolah  SD, SMP dan SMA , jadi dengan demikian para Pengurus barang tersebut kalau mau infut data cukup dilaksanakan di masing masing tempat kerjanya. 6. Melaksanakan pendampingan ke setiap SKPD untuk meng evaluasi hasil Bimbingan Teknis, hal ini dilakukan untuk meminimalisir kesalahan tata cara operasional aplikasi SIMDA BMD dan juga kesalahan menyajikan Neraca Aset di setiap Pengguna Barang.  Setelah berjalan 1 tahun dan pada pemeriksaan BPK RI di tahun 2014 Pemerintah Kabupaten Ciamis mendapatkan Opini WTP  Wajar Tanpa Pengecualian  sampai sekarang, karena bisa menyajikan dan meyakinkan auditor terhadap penyajian LKPD Pemerintah Kabupaten Ciamis",3
"Orientasi pada Hasil; Target kerja yang paling sulit yaitu meningkatkan kualitas pengelolaan asset daerah, saya menjalankan strategi dengan melaksanakan Rapat koordinasi antar SKPD yang dilaksanakan secara rutin dan berkala, memberikan layanan pendampingan dan hasilnya target kerja penyajian Neraca Aset bisa selesai sesuai permintaan dari Tim Auditor BPK RI  pertanggungjawaban penatausahaan dan pelaporan asset Tahun Anggaran 2022 harus selesai pada minggu ke 3 bulan Pebruari 2023 ",3
"Orientasi pada Hasil; Pada tahun anggaran 2020 Pemerintah Kabupaten Ciamis mengalami Defisit anggaran, hal ini dikarenakan terjadinya refocusing pemotongan alokasi anggaran dari Pemerintah Pusat yang bersumber dari DAU, DAK dan Bantuan Keuangan Provinsi Jawa Barat sebagai akibat dampak dari wabah Covid 19 yang melanda dunia, defisit anggaran terjadi karena pemotongan refocusing dari Pemerintah Pusat dilaksanakan pada saat tahun anggaran sudah sedang berjalan, saya bersama rekan kerja melaksanakan rapat dengan para Kepala SKPD dan steakholder untuk segera melakukan refocusing APBD, hal ini untuk menghindari defisit anggaran daerah, namun dalam pelaksanaannya tidak sesuai harapan karena berbenturan dengan Visi dan Misi Kabupaten Ciamis, yang pada akhirnya untuk menutupi defisit anggaran Pemerintah Kabupaten Ciamis melaksanakan Pinjaman Daerah jangka pendek.",3
Orientasi pada Hasil; 1. Prestasi kerja tertinggi sejauh ini menjadi juara ke 2 lomba inovasi daerah tingkat Kabupaten Ciamis tahun 2022. 2. Mewakili Dinas pertanian dan ketahanan pangan Kab. Ciamis untuk memperlihatkan inovasi hasil kerja yang telah dibuat dan memberikan kontribusi bagi daerah 3. Melalui pendekripsian yang jelas terkait kopi yang menjadi salah satu komoditas diunggulkan daerah dikemas dalam suatu sistem informasi yang lengkap dengan melibatkan kolaborasi dengan pihak terkait dan dijadikan role model pengembangn kopi di kabupaten ciamis secara digital ,2
"Orientasi pada Hasil; 1. Target kerja yang paling sulit bagaimana caranya mengembangkan pengembangan pertanian khususnya hortikultura dalam level kawasan karena selama ini para petani selalu mengembangkan dalam lingkup parsial dan tidak terpola 2. Penerapan aturan tentang pengembangan kawasan pertanian, pembinaan , bimbingan teknis dan fokus kegiatan pada pola kawasan 3. Di beberapa titik telah terbentuk kampung hortikultura yang difokuskan pada lahan kawasan sehingga kawasan pertanian lebih tertata dan terpola serta lebih bernilai tambah bagi para petani. ",2
"Orientasi pada Hasil; 1. Pernah,  terkait dengan upaya pengembangan eksport hasil pertanian 2. Produk hortikultura di kabupaten ciamis diharapkan untuk bisa dieksport namun terkendala dengan banyak hambatan diantaranya kuantitas, kualitas, kontinyuitas serta dokumen pendukung lainnya. 3. Berkoordinasi dengan pihak terkait diantaranya Balai Karantina untuk konsultasi terkait dokumen eksport dan pengembangan kawasan produk serta pembinaan GAP bagi para petani untuk menghasilkan produk berkualitas. ",2
"Orientasi pada Hasil; Pencapaian kerja tertinggi saya adalah diperolehnya Piagam Tanda Kehormatan dari Presiden Republik Indonesia  Satyalancana Karya Satya X dan XX Tahun , yang berarti telah melaksanakan tugas selama sepuluh dan dua puluh tahun tanpa cela. Penghargaan lainnya adalah sebagai Peserta Terbaik selama Mengikuti Diklatpim Tingkat III Tingkat Provinsi Jawa Baratyang diselenggarana Pusdikmin Lemdiklat Polri Tahun 2016. Cara mencapai target tersebut adalah dengan kerja yang sungguh sungguh dan menghasilkan inovasi yang bermafaat bagi organisasi",1
"Orientasi pada Hasil; Membangun kembali Kabupaten Ciamis sebagai sentra pembibitan sapi potong di wilayah Provinsi Jawa Barat, setelah berpisahnya DOB Kabupaten Pangandaran  sentra sapi potong yang telah dibangun selama hampir 20 tahun  dari Kabupaten Ciamis. Guna mengantisipasi hal tersebut, selama 5 tahun terakhir telah dilakukan pendekatan kesisteman dan penganggaran ke tingkat pusat dan provinsi. Hasil akhir adalah mulai diperolehnya kembali kepercayaan pusat provinsi melalui pengalokasian beberapa kegiatan pembudidaaan sapi potong  antara lain rencana pembangunan Pusat Penelitian dan Pengembangan Sapi Pasundan yang akan dibiayai pusat melalui Perpres 87 Tahun 2021, sebesar Rp 50,0 milyar ",1
"Orientasi pada Hasil; Pernah, yaitu membangun kembali Kabupaten Ciamis sebagai sentra pembibitan sapi potong di wilayah Provinsi Jawa Barat, yang telah diperjuangkan selama 4 tahun  baru tahun ke 5 memperoleh respons positif dari pemerntah pusat dan provinsi . Penyebab tidak tercapai adalah keraguan pihak pusat  khususnya Kementerian Pertanian  dan Dinas Ketahanan Pangan dan Peternakan Provinsi Jawa Barat, bahwa hampir tidak ada populasi sapi potong pembibitan di Kabupaten Ciamis, dan pemerintah daerah dianggap kurang berinovasi. Upaya menyikapi hal tersebut adalah melalui kunjungan kunjungan silaturahmi ke tingkat pusat provinsi yang dibarengi dengan upaya memperkenalkan potensi Kabupaten Ciamis",1
"Orientasi pada Hasil; Di tahun 2022, BKPSDM Kabupaten Ciamis mendapatkan 5 penghargaan di tingkat Regional Jawa Barat Banten ataupun di tingkat Nasional Saya selaku Plt. Kepala BKPSDM Kabupaten Ciamis mempelajari target kinerja yang harus dicapai sebagaimana tercantum dalam RPJMD. Beberapa aspek menjadi fokus perhatian yaitu terkait dengan Pelayanan Kepegawaian, Indeks Profesionalitas ASN dan Indeks Sistem Merit. Saya membuat komitmen dengan setiap kepala bidang,  mengkoordinasikan dan memotivasi setiap pegawai untuk bersama sama fokus pada target tersebut. Memberikan motivasi bahwa  Kita Tidak Akan Jadi Penonton  dan akan berupaya keras untuk mencapai target tersebut. Saya menyampaikan arahan pada setiap kesempatan baik apel pagi, brifing maupun rapat teknis. Saya juga berupaya untuk memberikan solusi terhadap permasalahan dan melakukan pemantauan atas progres capaian target dan melakukan evaluasi secara periodik. Kolaborasi dilakukan dengan SKPD lain ataupun dengan lembaga profesi ASN dan pada akhirnya BKPSDM mampu menunjukan capaian target yang memuaskan dan memperoleh penghargaan dari Badan Kepegawaian Negara dan Komisi Aparatur Sipil Negara.",2
"Orientasi pada Hasil; Target penerapan Sistem Merit Sistem Merit melibatkan berbagai tingkatan jabatan, berbagai SKPD dan koordinasi lintas intansi Dari 8  delapan  aspek yang harus diterapkan dalam sistem merit dilakukan identifikasi target yang paling memungkinkan dicapai dengan mempertimbangkan ketersediaan sumber daya  SDM, Anggaran, Sarana prasarana . Komitmen di bangun dari unsur internal BKPSDM. Koordinasi dilakukan dengan beberapa SKPD terkait  Bappeda, BPKD, Inspektorat, Sekretariat Daerah . Koordinasi dengan Komisi Aparatur Sipil Negara dalam rangka asistensi penerapan sistem merit. Walaupun masih terdapat kekurangan, hasil akhirnya penerapan sistem merit di Kabupaten Ciamis tahun 2022 menunjukan predikat BAIK dari KASN setelah sebelumnnya di 2021 mendapat predikat BURUK",2
"Orientasi pada Hasil; Pernah, dalam pemenuhan formasi tenaga dokter spesialis Di tahun 2021 Pemerintah Daerah Kabupaten Ciamis menetapkan formasi dokter spesialis sebanyak 20 formasi dalam rangka operasionalisasi rumah sakit baru  rumah sakit kawali  namun dari 20 formasi yang disediakan hanya 1  satu  formasi yang terisi. Pengumuman formasi dan sosialisasi telah dilaksanakan bahkan berkoordinasi dengan komite medik di Rumah Sakit. Namun pada saat pendaftaran ternyata hanya 1  satu  orang yang melamar. Akhirnya formasi dokter spesialis tidak terisi dan tidak dapat dialihkan ke dalam jabatan lain. Hal tersebut dikarenakan minat dokter spesialis sangat rendah untuk menjadi PNS di Kabupaten Ciamis. Hal ini disebabkan beberapa faktor diantaranya tunjangan dokter spesialis yang masih rendah dibandingkan dengan tunjangan dokter spesialis di Kabupaten lain. Terkait dengan besaran tunjangan tersebut telah dikoordinasikan dengan SKPD terkait dan akan menjadi pertimbangan dalam penyusunan anggaran berikutnya. Menyikapi hal tersebut, pemenuhan formasi dokter spesialis menggunakan mekanisme kemitraan  dokter mitra , walaupun tidak mengikat secara status kepegawaian sebagai persyaratan akreditasi Rumah Sakit tetapi menjadi solusi dalam penyelenggaraan pelayanan di rumah sakit kawali",2
"Orientasi pada Hasil; Pernah bahkan langsung kepada Bapak Bupati dan beliau langsung merespon dengan positif, programnya adalah Jambore Pemuda Islam",1
"Orientasi pada Hasil; Pernah, langkah yang dilakukan adalah membuat surat resmi sesuai dengan tata naskah dinas yang berlaku, kemudian disebarkan ke instansi yang menjadi tujuan dalam surat tersebut, lalu di back up dengan surat Via aplikasi Whatsapp yang ada di handphone",1
"Orientasi pada Hasil; Pernah, yang dilakukan adalah chek dan ricek ke sumber informasi yang sesungguhnya agar tidak terjadi mis informasi yang mengakibatkan kesimpangsiuran",1
"Orientasi pada Hasil; Membawa atlet Kabupaten Ciamis menjadi juara pada event olahraga tingkat Jawa Barat, pada saat bertugas sebagai Plt. Kadisbudpora Kab. Ciamis, hasil kerja sama semua pihak mulai dari perencanaan dan pelaksanaan hingga mencapai target yang diharapkan",2
"Orientasi pada Hasil; Dalam rangka meningkatkan kreatifitas dan inovasi ASN, memberikan pengarahan pembinaan dan motivasi, serta mengevaluasi setiap hasil pekerjaan untuk carikan solusinya, masih belum optimaslnya kreativitas dan inovasi karena melibatkan multi stakeholder.",2
"Orientasi pada Hasil; Pernah, dalam pengembangan disiplin ASN dan pembinaan kreatifitas dan inovasi ASN, terus memberikan motivasi dan melakukan evaluasi serta mencari akar permasalahan untuk dicarikan solusinya.",2
"Orientasi pada Hasil; Merupakan hal yang wajar apabila kita memiliki sesuatu pekerjaan yang dapat dibanggakan yaitu yang saya alami berupa meng implementasikan program parkir berlangganan. Program tersebut sudah 2 tahun di Perda kan dan menuntut untuk pelaksanaannya. Dengan serangkaian pertemuan, diskusi, monitor di lokasi parkir serta pembinaan kepada petugas administrasi serta juru parkir dan melakukan perjanjian kerjasama dengan beberapa pihak walaupun ada yang pihak menentang tetapi dengan tanpa mengesampingkan itu kita tetap konsisten menjalankan amanat Perda tentang Parkir Berlangganan yang sekarang masih dalam tahap awal implementasi. Harapan kami program ini dapat berjalan dengan baik sehingga nilai manfaatnya akan terasakan oleh masyarakat dan pemerintah daerah.",1
"Orientasi pada Hasil; Sesuai dengan jawaban No.9 yaitu yang paling sulit untuk implementasi program parkir berlangganan, yang sekarang dalam tahap implementasinya",1
Orientasi pada Hasil; Menjalankan target parkir berlangganan merupakan tantangan yang belum tercapai untuk saat ini dan saya berupaya sekuat tenaga bersama dengan tim dan advis dari pimpinan untuk mencapai tujuan yaitu masyarakat menerima dan mengikuti program parkir berlangganan yang semuanya akan kembali punya nilai manfaat bagi masyarakat baik secara langsung maupun kepada pemda dalam pencapaian secara maksimal target PAD.,1
Orientasi pada Hasil; Pencapaiajn kerja tertinggi saat saya diberikan target dan saya memenuhi target tersebut. Yang saya lakukan untuk mencapai target dengan cara memanfaatkan sumber daya yang ada.,1
Orientasi pada Hasil; Target kerja yang sulit pada saat menjadi plt. Kabid Koperasi dan UMKM dimana pada saat itu banyak koperasi yang tidak berizin yang meresahkan warga sedangkan kita tidak mempunyai kewenangan. Yang saya lakukan adalah mempelajari SOP dan melaksanakan tugas sesuai SOP.,1
"Orientasi pada Hasil; Pernah. Tatkala menjadi sekretaris camat dimana saya harus memastikan target pajak bumi dan bangunan tiap desa, akan tetapi karena berbagai permasalahan diantaranya komitmen petugas desa dan kondisi COVID 19 sehingga target tidak tercapai. Yang saya lakukan adalah terus berusaha berkomunikasi dengan stakeholder supaya target tercapai. ",1
"Orientasi pada Hasil;  mendapat penghargaan peringkat pertama dari Gubernur Jawa Barat tentang Laporan Bidang Situasi Kondisi Daerah  SIKONDA  dalam mengantisipasi serta pengendalian Kondusivitas Wilayah Kabupaten Ciamis  saya menjabat sebagai Sekretaris Badan Kesatuan Bangsa dan Politik Kabupaten Ciamis bekerjasama dengan Bidang Kewaspadaan Nasional dan Penanganan Konflik serta bekerjasama dengan para Camat melalui para Kasi Trantib Kecamatan se Kabupaten Ciamis, untuk selalu memberikan laporan situasi wilayah   daerah  LAPSITDA  Ipoleksosbudhankamag dari wilayah desa dan kecamatan untuk dilaporkan kepada Pemerintah Provinsi Jawa Barat setiap hari.  pencapaian target tersebut berdasarkan pengalaman saat menjabat camat Purwadadi selalu membuat laporan harian kepada Bapak Bupati Ciamis dengan membuat Laporan Kegiatan Harian dan mendapat apresiasi dari pimpinan.",2
"Orientasi pada Hasil;  melaksanakan peningkatan kinerja para pegawai yang sangat sulit untuk direalisasikan yaitu bidang  LKIP, SAKIP, MATURITAS SPIP, dan lain lain   kolaborasi kerjasama dengan OPD lain yaitu dengan Inspektorat dan Bagian Organisasi Setda dengan cara Consultasi ataupun mengundang mereka dihadapan para pegawai, pemahaman terhadap berbagai aplikasi tentang tatacara pengisian indikator dan ukuran penilian peningkatan kinerja  hasilnya dari rata rata nilai 50  secara bertahap sudah mencapai rata rata 80 ",2
"Orientasi pada Hasil;   bahwa dalam setiap melaksanakan program kegiatan harus dibarengi dengan payung hukum  baik PP, Perpres, Permen, Pergub, Perda, Perbup, Kepbup , Kerangka Acuan Kerja, dan lain lain, selama ini belum semuanya terpenuhi terutama dalam audit kinerja dari Inspektorat hasilnya masih jauh dari harapan  faktor sumber daya manusia relatif masih belum memahami terhadap tuntutan aturan yang harus lebih baik dan jumlah sdm yang masih kurang terutama pemahaman terhadap pekerjaan yang selalu menggunakan aplikasi aplikasi teknologi  mengirimkan menugaskan para pegawai terutama para operator untuk mengikuti pelatihan pelatihan, workshop, bimtek kepada OPD OPD yang telah menyediakan pembimbingan dan pelatihan oleh para tenaga terlatih. ",2
Orientasi pada Hasil; Berhasilnya merealisasikan target kinerja yang telah ditetapkan melalui perjanjian kinerja pada lembaga dimana saya bekerja ,1
Orientasi pada Hasil; Pada saat melaksanakn kegiatan bantuan keuangan PJU yaitu adanya beberapa kali revisi perencanaan yang menyebabkan berubahnya deadline pekerjaan. Upaya yang saya lakukan untuk menyelesaikan pekerjaan tersebut dengan melakukan koordinasi dengan beberapa pihak untuk memperlancar tahapan tahapan pekerjaan dan pada akhirnya pekerjaan tersebut dapat diselesaikan tepat pada waktunya.,1
Orientasi pada Hasil; Belum pernah,1
"Orientasi pada Hasil; Tahun 2018 memperoleh predikat pertama sebagai instansi terbaik dalam menyelenggarakan pelayanan publik, pada tahun dimaksud menjadi penanggung jawab dalam tim yang menyiapkan berbagai kelengkapan untuk kepentingan penilaian pelayanan oleh ombudsman. Pada saat itu kelengkapan dokumen pelayanan harus dipastikan ada, mulai dari surat perintah, fakta integritas sampai Standar Operasional Prosedur termasuk beragam regulasi untuk mendukung kinerja pelayanan, memastikan penataan ruang layanan mengakomodir semua klasifikasi pengguna layanan, di dalamnya termasuk untuk disabilitas, menyiapkan berbagai media informasi yang variatif dan komunikatif sehingga mudah dipahami oleh penduduk pengguna layanan. Salah satu kuncinya adalah memberikan dan membagi tugas yang jelas kepada semua anggota tim, menyampaikan poin poin detail mengenai siapa membuat apa dan bagaimana implementasinya serta memberi arahan kepada petugas layanan untuk secara serius dan sepenuh hati menerapkan konsep konsep layanan yang ramah dan kata akhir  membahagiakan masyarakat  jangan hanya konsep dari bahasa langit namun harus bisa diwujudkan dalam kata kata yang menjejak bumi.",2
"Orientasi pada Hasil; Target paling sulit dan sampai saat ini baru dapat diselesaikan bertahap adalah penyediaan sistem layanan administrasi kependudukan secara lengkap di setiap kecamatan. Pada tahun 2023 ini baru terdapat 14  empat belas  kecamatan yang memiliki perangkat pelayanan relatif lengkap, langkah yang dilakukan adalah menjelaskan pimpinan mengenai pentingnya semua kecamatan memiliki perangkat pelayanan yang lengkap. Hasilnya melalui proposal yang diajukan, pada tahun ini inshaallah 13 kecamatan akan memiliki perangkat pelayanan lengkap,",2
"Orientasi pada Hasil; Dalam kurun waktu tiga tahun terdapat target kerja berupa ketersediaan perangkat pelayanan di 27  dua puluh tujuh  kecamatan. Perangkat dimaksud adalah set personalisasi biodata penduduk untuk penerbitan KTP el atau yang lebih dikenal umum adalah perekaman, alat cetak  printer  KTP el, Kartu Keluarga dan perangkat pendukung lainnya, sampai tahun 2023 baru sekitar 50  kecamatan yang memiliki perangkat lengkap. Salah satu permasalahan adalah tinggi harga alat rekam dan cetak KTP el serta regulasi berupa Permendagri yang tidak ditindaklanjuti oleh dukungan teknis dari tim Ditjendukcapil mengenai verifikasi perangkat sesuai amanah regulasi, sehingga pada akhirnya kami mengirimkan surat resmi dan konsultasi ke kementerian untuk menyikapi keraguan dalam proses penyediaan perangkat dimaksud.",2
"Orientasi pada Hasil; Pencapaian kerja yang tertinggi menurut saya, pada saat saya menjabat sebagai Camat, karena pada masa terbebut seluruh dunia dilanda covid 19, kami harus melakukan kegiatan pemilihan Kepala Desa, saya merasa tertantang karena harus bisa melaksanakan PILKADES serentak sukses tanpa ekses Sebagai modal utama saya latar belakang pendidikan Pertanian, yang benar benar orang teknis saya terbiasa berbicara dan Diskusi dengan para petani, saya terapkan kepada para kepala Desa dan Perangkat Desa untuk mebangun simpatik terhadap program yang akan dilaksanakan yaitu bagaimana  PILKADES serentak  bisa sukses, setelah punya kekuatan dan simpatik dari kepala desa dan perangkatnya serta berkolaborasi dengan semua unsur masyarakat , Kegiatan PILKADES dengan proses yang panjang bisa berhasil sukses tanpa ekses dan saya bisa menyaksikan 4 DESa dengan Kepemimpinan Kepala Desa yang baru ",2
"Orientasi pada Hasil; Pada waktu saya bertugas di Dinas Pertanian ,  melaksanakan Program pencetakan sawah baru, proses identifikasi harus melihat aspek sosial, budaya, daya dukung alam  Pada saat melaksanakan tugas kami kerjasama dengan pihak KODIM  Kabupaten Ciamis, PPL, Kelompok Tani dan Pemerintah Desa Dengan susah payah  kegiatan Cetak sawah di Kabupaten Ciamis berhasil dan Kami mendapatkan mobil operasional dari Pemeritah Propinsi Jawa Barat",2
"Orientasi pada Hasil; Pernah , target pemenuhan dokumen Kartu Identitas Anak, KIA  untuk target pekerjaan kami ada dua target yaitu target Kabupaten berdasarkan RPJMD dan target Pusat dari Kementerian Dalam Negeri, klau untuk target Kabupaten sebetulnya sudah tercapai yaitu 25  dari jumlah anak wajib KIA sedangkan untuk target nasional tahun 2022 harus mencapai 40  , Kabupaten Ciamis baru mencapai 30 , kenapa target KIA tidak mencapai target pusat  hai ini dikarenakan sosialisasi masih kurang optimal, sarana yang dimiliki sangan terbatas Untuk mencapai target , kita berupaya kerjasama dengan Dinas Pendidikan untuk melakukan jemput berkas melalui Korwil , menambah sarana prasarana berupa mesin cetak KIA, reeboon dan blangko KIA",2
"Orientasi pada Hasil; Pencapaian tertinggi saya pada saat menjadi Camat Cipaku, dimana pada saat pertama bertugas ditempat tersebut didatangi oleh tokoh masyarakat,tokoh agama,dan Organisasi masyarakat yang meminta agar pembangunan gedung dakwah yang telah 4 tahun mangkrak dan membutuhkan anggaran pembangunan tersebut kurang lebih Rp. 4.000.000.000  Empat Milyar Rupiah  , dan kepercayaan masyarakat kepada panitia pembangunan gedung dakwah sudah tidak ada. Langkah yang saya lakukan sebagai camat adalah sebagai berikut    a. Melaksanakan Musyawarah,koordinasi dengan semua stakeholder yang ada di wilayah kec.Cipaku dengan menyampaikan pembahasan diantaranya adalah      Membentuk panitia pembangunan gedung dakwah yang baru dengan tidak ada unsur ASN dalam kepanitiaan tersebut.    Menyepakati untuk sumber pendapatan pembangunan gedung dakwah berasal dari infaq masyarakat , dari para donatur agnia,pengusaha, serta pemerintah.  b. Mensosialisasikan dan menginformasikan kepada masyarakat untuk menumbuhkan kembali kepercayaan masyarakat kepada panitia yang baru dengan menyampaikan hal sebagai berikut      Mengajak masyarakat untuk menyisihkan rejekinya dengan memberikan infaq untuk pembangunan gedung dakwah dan juga sebagai tabungan amal untuk diakhirat kelak.    Uang yang telah dititipkan kepada panitia untuk pembangunan apabila ada penyimpangan penyalahgunaan segera dilaporkan kepada Camat,apabila terbukti akan diberikan sanksi sesuai peraturan yang berlaku.    Panitia pembangunan secara berkala diharuskan melaporkan secara berkala progress pembangunan dan laporan pertanggungjawaban pengelolaan keuangan.  Alhamdulillah dalam jangka waktu kurang lebih 2 tahun pembangunan gedung dakwah kec.Cipaku sudah dapat dipergunakan oleh masyarakat untuk melaksanakan kegiatan syiar agama dan menjadi kebanggaan masyarakat Cipaku. ",4
"Orientasi pada Hasil; Target kerja yang menurut saya paling sulit adalah pada saat jadi Camat Cipaku bagaimana merubah perilaku masyarakat yang membuang air besar sembarangan dengan adanya jamban jamban atau wc diatas kolam. Strategi yang saya lakukan untuk menjalankan tugas tersebut adalah    a. Melaksanakan koordinasi dan kerja sama dengan stakeholder   Muspika  Danramil,Kapolsek , Puskesmas,Tokoh masyarakat,Tokoh Agama,Berbagai Ormas dan Pemerintahan Desa.  b. Melaksanakan sosialisasi bersama Forkopimca,Pemerintahan Desa,Tokoh Agama Masyarakat dan Kepala Puskesmas kepada masyarakat di tiap tiap RT yang masih banyak wc atau jamban yang berada diatas kolam tentang manfaat perilaku hidup bersih dan sehat  PHBS  dan dampak negatif buang air besar sembarangan yang salah satunya bisa berdampak banyaknya Stunting di tempat tersebut dan penyakit penyakit lainnya .  c. Mengusulkan program kegiatan kepada pemerintah kabupaten atau OPD terkait untuk memberikan dukungan bantuan sarana prasarana bagi masyarakat yang belum mempunyai jamban .  d. Bersama masyarakat melaksanakan pembongkaran wc jamban yang diwilayah kec.Cipaku.  Hasil akhirnya Alhamdulillah sekarang diwilayah kec.Cipaku pada tahun 2021 telat mendapatkan status dan penghargaan menjadi kecamatan ODF   Open Defecation Free  dan Piagam PHBS  Perilaku hidup bersih dan sehat .  ",4
"Orientasi pada Hasil; Iya, Pernah . Dalam melaksanakan tugas target yang pernah tidak tercapai pada saat saya menjadi Camat Cipaku , dimana target saya pada saat itu bagaimana masyarakat kec.Cipaku dapat melunasi atau membayar pajak bumi bangunan  PBB P2  sebelum jatuh tempo pembayaran dengan inovasi Bumbung Tabungan Pajak, dari 13 desa di wilayah kec.Cipaku yang dapat melunasi PBB sesuai target hanya 11 desa dan 2 desa tidak dapat melunasi.  Yang saya lakukan untuk menyikapinya adalah dengan memberikan usulan kepada Bupati untuk memberikan penghargaan kepada desa yang telah lunas PBB dengan hadiah berupa piagam penghargaan dan satu unit sepeda motor sebagai motivasi bagi desa yang belum bisa melunasi PBB sesuai target yang diinginkan.",4
