INISIAL ,RESPON,LEVEL KOMPETENSI,English,Summaries
DH,Pernah dan mungkin serta kemungkinannya masih berlangsung  pembuatan dokumen kependudukan tidak dipungut biaya alias gratis  Hal ini sudah sering ditekankan kepada rekan rekan kerja yang bersentuhan langsung dengan penduduk  kebetulan juga saya jadi ketua tim pengaduan  gratis dan tidak boleh meminta atau menerima pemberian dalam bentuk apapun dari penduduk pemohon serta hindari melayani  fasilitator   isitilah halus kami untuk calo   namun sampai sekarang masih ada dan dapat dipastikan lebih dari satu dua rekan kami yang sering berususan dengan fasilitator diakhiri dengan gratifikasi dengan nominal sekian atau  gratis dikasih  berupa barang walau dari sisi nilai tidak terlalu berharga malah lebih membahayakan kesehatan  Berkaca dari pengalaman anak anak kami kena OTT  maka selalu ditekankan kepada rekan kami untuk menghindari mematok rupiah  menerima pemberian serta jangan melayani fasilitator  dinas tidak akan lagi  membantu  kalau suatu hari terjadi lagi peristiwa OTT ,2,"In the past, it is possible and the possibility is that the preparation of population documents is still ongoing, free of charge or free. This has often been emphasized to co-workers who have direct contact with residents. Coincidentally, I am also the head of the free complaints team and cannot ask for or accept gifts in any form from applicant residents. and avoid serving facilitators, our euphemistic term for brokers, but up to now there are still and we can be sure that more than one or two of our colleagues who often deal with facilitators end up with gratuities of a nominal amount or are given free items in the form of goods, even though the value is not very valuable, it is even more dangerous to health. Reflecting on the experience of our children being affected by OTT, we always emphasize to our colleagues to avoid pegging the rupiah for receiving gifts and not to serve service facilitators who will no longer help if one day another OTT incident occurs.","In the past, it is possible and the possibility is that the preparation of population documents is still ongoing, free of charge or free."
TL,Pada saat kami harus melakukan pelayanan ke masyarakat di Hari Saptu  dan jadwal kegiatan pelayanan sudah ditentukan sebelumnya  tetapi  dalam waktu yang bersamaan saya harus menghadiri undangan  rapat orang tua murid dari sekolah   suami tidak bisa menghadiri  Yang saya lakukan pada saat itu membagi tugas dengan anak yang pertama   saya berangkat ke tempat pelayanan   Kakanya mewakili orang tua ke pertemuan sekolah  adiknya  dan sebelumnya saya memberikan pengertian kepada si bungsu  karena ibu ada tugas yang sudah dijadwalkan jadi tidak bisa meninggalkan tugas kantor ,3,At the time we had to provide service to the community on Saturday and the schedule of service activities had been determined beforehand but at the same time I had to attend an invitation to a parent meeting from the school. My husband couldn't attend. What I did at that time was dividing tasks with my first child. left for the service place. His older brother represented his parents at his younger sibling's school meeting and before that I explained to the youngest because my mother had a task that had been scheduled so she couldn't leave her office duties.,At the time we had to provide service to the community on Saturday.
TL,Pernah  terjadi ketika ada Pegawai yang berada di lingkungan sekretariat   bawahan langsung melakukan tindakan yang kurang baik karena sedang bermasalah di keluarganya dan berdampak pada kinerja staf tersebut  yang tadinya punya semangat kerja yang baik mulai menurun  jarang apel pagi  memakai seragam seenaknya Pada situasi tersebut saya sebagai atasan punya kewajiban untuk melakukan pembinaan  pertama mengingatkan kepada pegawai tersebut supaya mengikuti apel pagi dan memakai seragam sesuai aturan  selanjutnya saya memanggil isteri dari pegawai yg bersangkutan digali apa yang menjadi permasalahan kurang harmonisnya keluarga  kemudian memanggil ke duanya untuk diberikan arahan dan solusinya supaya cepat mengambil jalan yang terbaik agar anak tidak menjadi korban dan pekerjaan yang menjadi tanggungjawabnya bisa dikerjakan sesuai yang ditargetkan serta memiliki semangat kerja lagi,3,"It once happened that an employee who was in a subordinate secretariat environment immediately took an unfavorable action because he was having problems in his family and this had an impact on the performance of the staff, who previously had good work morale, began to decline, rarely came to the morning and wore uniforms at will. In this situation, I as a superior had The obligation to carry out coaching first reminded the employee to attend morning assembly and wear uniforms according to the rules. Next, I called the wife of the employee concerned to find out what was the problem of lack of harmony in the family, then called both of them to give directions and solutions so that they could quickly take the best path so that children do not become victims and the work they are responsible for can be done according to the target and they have the enthusiasm to work again",It once happened that an employee in a subordinate secretariat environment immediately took an unfavorable action because he was having problems in his family.
YM,Pada saat saya menjabat sebagai Camat Cipaku saya mengadakan kegiatan pengajian syukuran dengan mengundang tetangga dan sanak keluarga dirumah  ketika pengajian akan dimulai  saya mendapatkan informasi terjadinya bencana alam angin puting beliung di Desa Bangbayang Kecamatan Cipaku sehingga saya langsung meminta maaf kepada tamu undangan karena saya tidak dapat mengikuti kegiatan tersebut hingga selesai karena saya selaku camat harus berada pada lokasi bencana untuk segera mengambil keputusan dan koordinasi terkait evakuasi warga yang terkena dampak bencana  Jadi saya akan menghadapi dengan tenang dan saya akan memprioritaskan penyelesaian konflik kepentingan pekerjaan dengan mengidentifikasi permasalahan  mengdiagnosis permasalahan yang terjadi  memberikan solusi  pelaksaan solusi dan mengevaluasi solusi tersebut  Setelah menyelesaikan koflik pekerjaan selanjutnya adalah menyelesaikan konflik kepentingan pribadi ,2,"When I served as Cipaku sub-district head, I held a thanksgiving recitation activity by inviting neighbors and relatives at home. When the recitation was about to start, I received information about the natural disaster of a tornado in Bangshadow Village, Cipaku District, so I immediately apologized to the invited guests because I could not attend. This activity has been completed because as the sub-district head I have to be at the disaster location to immediately make decisions and coordinate regarding the evacuation of residents affected by the disaster. So I will face it calmly and I will prioritize resolving work conflicts of interest by identifying problems, diagnosing problems that occur, providing implementation solutions. solution and evaluate the solution. After resolving the conflict, the next job is to resolve the conflict of personal interest","When I served as Cipaku sub-district head, I held a thanksgiving recitation activity."
YM,Pernah  hal ini seperti masih banyak pegawai yang hanya duduk dan bercanda dalam ruangan serta ada juga pegawai yang selalu bermain Games dan facebook yang berakibat menumpuknya pekerjaan yang diberikan  Dalam menyikapinya saya menegur dan mengingatkan rekan kerja tersebut untuk menyelesaikan pekerjaan yang telah diberikan dengan cara yang halus agar tidak menyinggung perasaan orang tersebut ,2,Once this happened like there were still many employees who just sat and joked around in the room and there were also employees who were always playing games and Facebook which resulted in piling up the work given. In response to this I reprimanded and reminded the co-worker to complete the work that had been given in a smooth manner so that don't offend the person,Once this happened like there were still many employees who just sat and joked around in the room.
AWR,Saya mendapat tugas sebagai Sekretaris Dinas Kesehatan Akhir Bulan Januari Tahun  2021  yang pada waktu itu sedang penanganan KLB covid 19 dengan berbagai kegiatan  yang menjadikan Dinas Kesehatan harus bekerja di kantor dan di lapangan  tidak ada  WFH   sekira bulan Juli ada kabar anak saya yg paling besar terkena covid 19 di  pesantren Sukahideung Singaparna  dengan kabar dari pengurus pesantren dan pihak  sekolah MAN 1 agar di jemput karena tempat isolasi di pesantren tidak ada dan UKS  sekolah tdk memungkinkan  karena ada karantina wilayah saya minta ijin ke PSC 119 dan  Satgas covid 19 untuk melakukan penjemputan  namun tdk di ijinkan  saran nya agar di  jemput ambulance saja  posisi ambulance cadangan di dinas kesehatan sedang stanby  dengan posisi penugasan lapangan   Di saat yang sama saya sebagai koordinator POSKOPENGKETOK  posko pengendalian  ketersediaan oksigen  bagi RSUD  RS swasta  puskesmas dan isolasi terpusat kabupaten  dan kecamatan telah terjadi kekosongan oksigen di distributor wilayah  dengan  mengandalkan surat penugasan POSKOPENGKETOK tersebut saya berangkat sendiri  dengan mobil dinas ke pihak SAMATOR di tasikmalaya dan Aneka GAS di singaparna   melalui loby loby tetap nihil hasilnya karena mereka punya distributor yang sedang mengalami peningkatan permintaan juga  kemudian saya kembali ke tasikmalaya di  produsen PANCA PRIMA sekitar isya saya melakukan loby loby akhirnya berhasil dengan  skema kerjasama bagi RSUD dan puskesmas  setelah itu melalui telepon saya  melaporkan ke pa kadis kesehatan dan pak sekda bahwa pengiriman oksigen akan  dilakukan mulai 2 hari ke depan  kemudian pa sekda dengan alasan kemanusiaan segera  dilakukan rapat terbatas malam itu juga  namun saya menyampaikan agar dilaksanakan  besok pagi dengan alasan menjaga kondisi tubuh peserta rapat tersebut  demikian juga saya punya kesempatan bisa menjemput anak saya ke pesantren dengan berbekal 1 buah  tabung oksigen besar pinjaman PANCA PRIMA sebagai antisipasi pencegatan karantina wilayah  pos pencegatan sesuai PSC 119 sudah di rilis   akhirnya melalui 4 pos  pencegatan karantina wilayah di tasikmalaya dan singaparna saya bisa membawa anak  pulang dari sekolah tengah malam itu juga dengan harap harap cemas saya tertular covid 19 di mobil dinas   Keesokan harinya dilaksanakan rapat terbatas  saya menyampaikan hasil koordinasi  sesuai dengan penugasan POSKOPENGKETOK  bahwa melihat situasi kondisi yang  tidak normal dalam penanganan covid 19  ketersediaan oksigen  agar smua pihak  dengan alasan kemanusiaan untuk membantu situasi yang sulit ini meskipun secara  aturan  administrasi dan kepatuhan azas penganggaran dinas kesehatan yang  bertanggung jawab  dijelaskan pula bahwa skema kerjasama yang saya ambil smalam  merupakan sebuah tindakan yang berawal dari alasan produsen PANCA PRIMA  menyampaikan  pemerintah Indonesia tidak akan bangkrut  akan saya bantu  maka  dengan segala konsekuensi yang saya ambil dan alasan kemanusiaan tersebut  maka  PANCA PRIMA membuat instalasi oksigen konsentrat ke esokan harinya dan  membangun instalasi gas medik  LIQUID  dalam waktu 1 bulan kedepan  dengan skema  kerjasama antara BLUD rsud dengan PANCA PRIMA   Skema ini diterima oleh pa sekda dan dilaporkan ke pak bupati sebagai pemilik BLUD dan  disetujui oleh beliau  Setelah itu disusun oleh dinas kesehatan dan RSUD ciamis untuk  dibuat kerjasama nya dalam memenuhi persyaratan aturan administrasi penganggaran  nya   ,3,"I was assigned as Secretary of the Health Service at the end of January 2021, which at that time was handling the Covid 19 outbreak with various activities which meant that the Health Service had to work in the office and in the field without WFH. Around July there was news that my oldest child had Covid. 19 at the Sukahideung Singaparna Islamic boarding school with news from the boarding school administrators and the MAN 1 school that they should be picked up because there is no isolation place at the Islamic boarding school and the school's UKS is not possible because there is regional quarantine. I asked for permission from PSC 119 and the Covid 19 Task Force to carry out the pick-up but they were not received. allow me to suggest that you just pick up an ambulance. The reserve ambulance position at the health service is on standby with a field assignment position. At the same time, I am the coordinator of the POSKOPENGKETOK post controlling the availability of oxygen for regional hospitals, private hospitals, health centers and centralized isolation for districts and sub-districts. There has been a shortage of oxygen at regional distributors. relying on the POSKOPENGKETOK assignment letter, I went alone in an official car to SAMATOR in Tasikmalaya and Aneka GAS in Singapore via the lobby lobby but still no results because they had distributors who were experiencing an increase in demand and then I returned to Tasikmalaya at the PANCA PRIMA producer around Isha conducting lobbying finally succeeded with a cooperation scheme for regional hospitals and community health centers. After that, via telephone, I reported to the head of the health department and the regional secretary that oxygen deliveries would be carried out starting in the next 2 days, then the regional secretary, for humanitarian reasons, immediately held a limited meeting that same evening, but I conveyed that it should be held tomorrow morning for the reason of maintaining the body condition of the meeting participants. Likewise, I have the opportunity to pick up my child to the Islamic boarding school armed with 1 large oxygen cylinder loaned by PANCA PRIMA in anticipation of regional quarantine intercepts. The intercept post according to PSC 119 has been finally released on 4 Regional quarantine interception posts in Tasikmalaya and Singapore. I was able to take my child home from school in the middle of the night. I was worried that I was infected with Covid 19 in the official car. The next day a limited meeting was held. I conveyed the results of the coordination in accordance with the POSKOPENGKETOK assignment, seeing that the situation was not normal. In handling Covid 19, the availability of oxygen so that all parties for humanitarian reasons can help in this difficult situation, even though in terms of administrative regulations and compliance with responsible health service budgeting principles, it is also explained that the cooperation scheme that I took last night was an action that started from the reasons of the PANCA PRIMA producer. conveyed that the Indonesian government would not go bankrupt, I would help, so with all the consequences that I took and for humanitarian reasons, PANCA PRIMA built a concentrated oxygen installation the next day and built a LIQUID medical gas installation within the next 1 month with a cooperation scheme between BLUD hospitals and PANCA PRIMA This scheme was accepted by the regional secretary and reported to the regent as the owner of the BLUD and approved by him. After that, it was prepared by the health service and the Ciamis Regional Hospital for collaboration in fulfilling the requirements of the budget administration rules.",I was assigned as Secretary of the Health Service at the end of January 2021.
AWR,Kejadian pertama terkait konsekuensi aturan finger print yang terkoneksi dengan TPP  apabila tidak ijin yang jelas akan berpengaruh terhadap penerimaan TPP  yang biasa nya  bisa diganti dengan surat penugasan mulai pertengahan Tahun 2022 sudah tidak  diberlakukan lagi karena pengendalian covid 19 dan vaksinasi di lapangan mulai  menurun  imbas nya mereka harus tetap disiplin dalam melakukan absensi tanpa  menurunkan gerak cepat ke lapangan   Kejadian kedua terkait pemberlakukan PERMENPARB dalam reformasi birokrasi dan  penyederhanaan birokrasi  banyak yang di dinas kesehatan jabatan fungsional  memegang jabatan sebagai pengelola program dan jabatan pelaksana  rangkap jabatan    mereka harus melepaskan jabatan itu agar butir kegiatan jabatan fungsional  SKP   mereka tercapai  adapun tugas tambahan dalam SKP sifat nya hanya sementara  dalam  perjalanan nya menuai pro kontra  di akhir tahun 2022 mereka sudah harus menyusun  capaian kinerja jabatan fungsional  setelah dilakukan desk  evaluasi person to person  baru mereka menyadari banyak butir kegiatan yang tidak dilakukan  karena dasar SKP ini  sebagi bukti dalam hal apabila akan naik pangkat atau naik jenjang jabatan fungsional   Kejadian ketiga terkait rencana kebutuhan  renbut  dan anjab ABK di puskesmas dan di  dinas kesehatan  para administratur  kabid  dan kepala puskesmas membuat anjab ABK  dan renbut berdasarkan kondisi pegawai yang ada  tanpa melihat cakupan pelayanan  yang dilaksanakan oleh dinas kesehatan dan puskesmas  yang akhirnya renbut dan anjab  ABK dinas kesehatan dan puskesmas dilakukan desk terhadap masing masing kabid dan  kepala puskesmas  Hal ini dilakukan agar butir kegiatan dan SKP yang dimiliki para  pemilik jabatan fungsional dapat dilakukan secara optimal proporsional dan sesuai  dengan apa yang dikerjakan   ,3,"The first incident is related to the consequences of the finger print rule connected to the TPP if there is no clear permission which will affect the acceptance of the TPP which can usually be replaced with an assignment letter starting in mid-2022, which will no longer be enforced because the control of Covid 19 and vaccination in the field has begun to decrease. must remain disciplined in carrying out attendance without reducing movement quickly to the field. The second incident related to the implementation of the PERMENPARB in bureaucratic reform and bureaucratic simplification. Many in the health service in functional positions held positions as program managers and concurrently implementing positions. They had to relinquish those positions so that the functional position activities were Their SKP has been achieved, while the additional tasks in the SKP are only temporary, on the way to reaping the pros and cons. At the end of 2022, they have to compile the performance achievements of functional positions after carrying out a person to person evaluation desk, only then do they realize that there are many items of activity that have not been carried out because of the basis of this SKP. as evidence in the event that if you are going to be promoted or move up the functional level of position. The third incident is related to the plan for the need for recruitment and employment of ABK at the health center and in the health service, the head of the division administrator and the head of the community health center make anjab ABK and recruitment based on the condition of existing employees without looking at the scope of services carried out. by the health service and community health center, which finally took over and worked with the crew of the health service and community health center to be carried out by the respective head of division and head of the community health center. This was done so that the activities and SKPs held by functional position holders could be carried out optimally, proportionally and in accordance with what was being done.",The first incident is related to the consequences of the finger print rule connected to the TPP.
EO,Pengalaman yang pernah terjadi pada saya  lebih sering mengedepankan kepentingan  pekerjaan untuk lebih cepat dikerjakan dan diselesaikan  dibandingkan untuk  menyelesaikan kepentingan pribadi  Namun hal tersebut dilakukan jika kepentingan  pekerjaan merupakan hal yang benar benar urgent  Adakalanya pula ketika kepentingan  pribadi dilakukan terlebih dahulu  jika sifatnya memang benar benar urgent yang  berkaitan langsung dengan nyawa   Pengalaman yang sering terjadi pada diri saya adalah seringkali mengedepankan  penyelesaian kepentingan pekerjaan  dikarenakan mengikat secara tidak langsung  kepada institusi organisasi yang didalamnya terdapat orang orang yang sudah menjadi  keluarga kedua setelah keluarga kesatu di rumah   Apabila kepentingan pribadi terkait dengan keselamatan keluarga  otomatis saya akan  meminta ijin terlebih dahulu keatas saya  yang dilanjutkan membagi habis tugas kepada  bawahan serta bidang sehingga semua akan selesai secara bersamaan atau bertahap ,2,"The experience that has happened to me is that I more often prioritize work interests to be done and completed more quickly than to resolve personal interests. However, this is done if work interests are something that is truly urgent. There are also times when personal interests are carried out first if they are truly urgent. directly related to life. An experience that often occurs to me is that I often prioritize resolving work interests because they are indirectly tied to organizational institutions in which there are people who have become a second family after the first family at home. If personal interests are related to family safety, I will automatically Ask my superiors for permission first and then distribute the tasks to subordinates and departments so that everything will be completed simultaneously or in stages",The experience that has happened to me is that I more often prioritize work interests to be done more quickly.
EO,Pernah terjadi ketika dalam pemenuhan pemenuhan data HPS dalam rangka  mendukung MCP KPK sebagai bagian dari kontrol perencanaan dan penganggaran  yang diminta oleh Inspektorat  dimana HPS untuk pekerjaan yang akan dilelangkan lebih  banyak disusun dan dibuat oleh Kepala Bidang yang dibantu oleh tim kerja dari masing masing bidang  Dari awal setelah ada surat permintaan  terus diingatkan dan  diperintahkan dan untuk segera diselesaikan oleh Kepala Bidang dan tim kerja bidang  terkait permintaan dimaksud agar dapat dijadikan bagian dari mitigasi resiko dengan  adanya kontrol dari APIP sehingga rangkaian proses pemenuhan aturan dan norma  dapat terlaksana  Dan hasil dari tindaklanjut dari bidang teknis akan diminta laporannya   sudah sejauhmana penyelesaian dari tugas tersebut   Selanjutnya melaporkan hasilnya kepada pimpinan sebagai bahan laporan dan kontrol  agar capaian kinerja organisasi tetap terkendali  ,2,"It once happened that in fulfilling the HPS data in order to support the KPK's MCP as part of the planning and budgeting control requested by the Inspectorate, the HPS for the work to be tendered was mostly prepared and made by the Head of Division who was assisted by a work team from each field. From the start After a letter of request is received, you will continue to be reminded and ordered and to be immediately resolved by the Head of the Division and the work team in the field related to the request so that it can be made part of risk mitigation with control from APIP so that the series of processes for fulfilling the rules and norms can be carried out and the results of the follow-up from the technical field You will be asked to report how far you have completed the task. Then report the results to the leadership as reporting and control material so that the organization's performance achievements remain under control.",You will be asked to report how far you have completed the task.
Il,Melihat skala prioritas  apakah saat itu pekerjaan di kantor segera dan penting atau tidak serta kepentingan pribadi segera dan penting atau tidak   Melaksanakan kegiatan yang lebih priorita dan mengkondisikan priorita kedua  Misal    Apabila kepentingan pribadi lebih prioritas dan didahulukan  maka peran di kantor di  delegasikan kepada rekan kerja lain  begitupun sebaliknya  ,2,"Look at the priority scale, whether at that time work in the office is immediate and important or not and personal interests are immediate and important or not. Carry out activities that are more priority and condition the second priority. For example, if personal interests are more priority and come first then roles in the office are delegated to other co-workers as well. on the contrary","Look at the priority scale, whether at that time work is immediate and important or not."
Il,Pernah   Ketaatan jadwal petugas piket pelayanan belum optimal   Misal   Petugas piket pelayanan front office tidak semuannya hadir dan tanpa keterangan   Petugas piket pelayanan selain dari pegawai Dinas Sosial juga melibatkan unsur  pendamping sosial  PKH  Tagana dan TKSK   Dari unsur pendamping sosial biasanya  tidak hadir semua dan tanpa keterangan   Menyikapi hal tersebut saya mengusulkan ke Sekretariat agar pelayanan dapa berlangsung terus sesuai aturan  untuk petugas piket  pendamping sosial PKH  Tagana dan TKSK berasal dari satu kecamatan pada hari yang  sama  Mulai bulan Maret 2023 diterapkan   ,2,"Have you ever adhered to the schedule of service picket officers not being optimal? For example, not all of the front office service picket officers are present and without information. Service picket officers, apart from Social Service employees, also involve social assistance elements from PKH Tagana and TKSK. Of the social assistance elements, usually all of them are not present and without information. Responding to matters I propose to the Secretariat that services can continue according to the rules for PKH Tagana and TKSK social assistance picket officers from the same sub-district on the same day. Starting in March 2023, this will be implemented",Have you ever adhered to the schedule of service picket officers not being optimal?
AM,  Dalam suatu pekerjaan adalah hal biasa dan wajar bila terjadi konflik antara  kepentingan pribadi dan pekerjaan  karena kita manusia pasti punya keterbatasan  yang tentunya ini mungkin akan bersentuhan pada pribadi dan pekerjaan      Untuk menghadapinya yang penting bagi saya adalah bagaimana kita menyikapi  situasi tesebut  diperlukan suatu ketenangan dan kesabaran untuk  memutuskannya jangan terbawa emosi dan nafsu yang pada akhirnya salah  memilih  dan bila diperlukan mungkin kita bisa minta saran dan masukan dari  orang lain  baik itu rekan kerja atau pimpinan kita      Untuk kepentingan pribadi kadangkalanya ada hal hal yang bisa kita  kesampingkan selagi masih ada waktu untuk melakukannya  kecuali jika itu yang  sangat penting dan tidak bisa ditinggalkan  misal orang tua kita sakit dan kita  adalah anak satu satunya yang ada didekatnya  maka kita bisa memohon izin  pimpinan sehubungan hal tersebut  dan saya yakin pimpinan juga akanmengerti  bila menghadapi hal tersebut     Selanjutnya untuk kepentingan pekerjaan  maka kita harus bisa membagi mana  yang harus dikerjakan oleh kita  mana yang bisa didelegasikan pada rekan kerja  kita  sehingga kepentingan pekerjaan dapat terpenuhi dan tidak bertentangan  dengan kepentingan pribadi    ,2,"In a job, it is normal and natural for there to be a conflict between personal and work interests because we humans definitely have limitations, which of course may touch on personal and work. To deal with this, what is important to me is how we respond to this situation, we need calm and patience to don't be carried away by emotions and passions that ultimately make the wrong choice, and if necessary, maybe we can ask for advice and input from other people, be it colleagues or our leaders. For personal interests, sometimes there are things we can put aside while there is still time to do so unless that is very important and cannot be abandoned, for example our parents are sick and we are the only child nearby then we can ask the leadership for permission regarding this matter and I am sure the leadership will also understand if we face this. Furthermore, for the sake of work, we must be able to share which ones must be done by us and which ones can be delegated to our colleagues so that work interests can be fulfilled and do not conflict with personal interests","In a job, it is normal for there to be a conflict between personal and work interests."
AM,  Pernah terjadi penerapan kepatuhan terhadap aturan dan norma di antara rekan kerja atau organisasi masih belum optimal     Tahun 2009 pada saat bertugas di Sekretariat Daerah   penerapan kepatuhan  terhadap aturan dan norma di antara rekan kerja atau organisasi terkadang masih  belum optimal itu pernah terjadi  sebagai contoh kedisiplinan masuk kerja dan apel  pagi  sering kita melihat bahwa ada pegawai yang rajin masuk kerja tepat waktu  dan mengikuti apel pagi  tetapi ada juga pegawai yang kurang rajin masuk kerja  tepat waktu dan jarang mengikuti apel pagi  Tetapi sikap dan tindakan yang diambil  pimpinan terkadang tidak perduli karena lebih mengutamakan yang penting  pekerjaan selesai     Menykapi hal tersebut  bagi saya adalah bagaimana saya berusaha untuk  senantiasa mengikuti aturan dan norma dengan baik  sehingga mampu  memberikan contoh bagi orang lain  untuk menegur orang lain tidak selamanya  dilakukan dengan kata kata  tetapi dengan sikap dan prilaku kita yang berupaya  untuk lebih baik mungkin itu bisa memberikan dorongan bagi orang lain untuk  berubah  akan tetapi memang kadang diperlukan suatu kata bila hal itu sudah tidak  bisa lagi untuk ditoleransi  mungkin diperlukan juga menyampaikan saran dan  masukan kepada pimpinan dalam suatu sarana dan waktu yang tepat sehingga  saran dan masukan kita dapat diterima  ,2,"In 2009, while serving at the Regional Secretariat, the application of compliance with rules and norms among co-workers or organizations was sometimes still not optimal. This happened as an example of discipline when entering work and We often see that there are employees who are diligent in coming to work on time and following the morning assembly, but there are also employees who are less diligent in coming to work on time and rarely attend the morning assembly. However, the attitudes and actions taken by the leadership sometimes don't care because they prioritize the important work. finished Responding to this for me is how I try to always follow the rules and norms well so that I can set an example for others. To reprimand others is not always done with words but with our attitude and behavior which strives to be better, maybe that can provide encouragement for other people to change, but sometimes a word is needed if something can no longer be tolerated, perhaps it is also necessary to convey suggestions and input to the leadership in the right way and at the right time so that our suggestions and input can be accepted","In 2009, while serving at the Regional Secretariat, the application of compliance with rules and norms among co-workers was sometimes still not optimal."
HBS,Pada awal tahun 2014  saya sedang menduduki jabatan sebagai Camat di Kecamatan  Jatinagara  Saya pernah menghadapi dua situasi yang mempertemukan antara  kepentingan pribadi dan pekerjaan  Waktu itu saya sedang menyelesaikan penyusunan  tesis untuk mengejar deadline waktu wisuda yang sudah  injury time   Pada saat yang  bersamaan saya dihadapkan pada beberapa pekerjaan dan permasalahan yang  memerlukan penanganan dan harus segera diselesaikan  yaitu permasalahan adanya  penyalahgunaan anggaran Program Nasional Pemberdayaan Masyarakat  PNPM   Mandiri Pedesaan  yang apabila tidak terselesaikan pada waktu itu maka akan berakibat  pada tidak tersalurkannya dana PNPM ke wilayah Kecamatan Jatinagara  Kalau hal ini  terjadi maka yang akan menjadi korban adalah Masyarakat  Menghadapi dua situasi ini   karena tidak mungkin keduanya diselesaikan dalam waktu yang bersamaan  dan keduanya memerlukan kinerja dan fokus yang penuh  maka harus ada yang  diprioritaskan  Dengan mempertimbangankan dampak yang akan ditimbulkan dari kedua  situasi tersebut  maka saya memprioritaskan untuk menyelesaikan dulu permasalahan  pekerjaan  Pertimbangannya  kalau untuk mengejar wisuda masih bisa mengikuti  gelombang berikutnya  Tetapi kalau permasalahan pekerjaan ini tidak terselesaikan akan  berdampak tidak baik bagi pelaksanaan pembangunan dan masyarakat pada umumnya  Dan pada akhirnya keduanya dapat terselesaikan dengan baik  ,3,"At the beginning of 2014, I was holding the position of sub-district head in Jatinagara District. I faced two situations that brought together personal interests and work. At that time, I was completing the preparation of a thesis to meet the graduation deadline which was already injury time. At the same time, I was faced with several jobs. and problems that require handling and must be resolved immediately, namely the problem of misuse of the PNPM Mandiri Rural National Community Empowerment Program budget, which if not resolved at that time will result in PNPM funds not being channeled to the Jatinagara District area. If this happens then the victims will be Society Facing these two situations because it is impossible for both to be resolved at the same time and both require full performance and focus, there must be a priority. Taking into account the impact that will arise from these two situations, I prioritize solving work problems first. The consideration is if I pursue graduation. can still follow the next wave. But if this work problem is not resolved it will have a bad impact on the implementation of development and society in general. And in the end both can be resolved well","At the beginning of 2014, I was holding the position of sub-district head in Jatinagara District."
HBS,Pernah  yaitu berkaitan dengan pelaksanaan disiplin pegawai pada saat pelaksanaan apel  pagi  Masih ada beberapa rekan kerja yang tidak mengikuti kegiatan apel pagi dengan  berbagai alasan yang dikemukakan  Hampir pada setiap pelaksanaan apel pagi tidak  pernah diikuti secara lengkap oleh seluruh pegawai  Menyikapi situasi ini  beberapa hal  yang saya lakukan antara lain Melaporkan situasinya kepada pimpinan  Melakukan  koordinasi dengan atasan langsung dari setiap pegawai  Memberikan himbauan dan  melakukan pendekatan persuasif  serta Memberikan teguran  ,3,"Once, it was related to the implementation of employee discipline during the morning roll call. There were still a number of colleagues who did not take part in the morning roll call activity for various reasons put forward. Almost every morning roll call exercise was never followed completely by all employees. In response to this situation, there were several things I did. among other things, Reporting the situation to the leadership Coordinating with the direct superior of each employee Providing advice and taking a persuasive approach as well as Providing warnings","Once, it was related to the implementation of employee discipline during the morning roll call."
IAR,Saya akan mengutamakan pekerjaan  karena itu merupakan sumpah saya sebagai ASN untuk mendahulukan pekerjaan daripada kepentingan pribadi  Yang saya akan lakukan saat itu  saya akan memberikan pengertian kepada keluarga bahwa tugas adalah yang paling utama  Itupun  kalau sifatnya keperluan keluarga biasa  Kalaupun ada keperluan keluarga yang sifatnya penting seperti yang berhubungan dengan kesehatan yang harus cepat ditangani maka saya akan melapor kepada Sekda untuk meminta petunjuk dan arahan ,1,"I will prioritize work because it is my oath as an ASN to prioritize work over personal interests. What I will do at that time is I will give the family the understanding that duty is the most important. Even if it is an ordinary family need. Even if there is an important family need like the one above. related to health that must be handled quickly, I will report to the Regional Secretary to ask for instructions and direction",I will prioritize work because it is my oath as an ASN to prioritize work over personal interests.
IAR,Pernah  dalam sebuah kegiatan kabupaten dimana kegiatannya melibatkan beberapa organisasi yang terkait tetapi terkesan tidak adanya kolaborasi lintas organisasi  Karena kurangnya koordinasi dengan dinas terkait sesuai tugas pokok dan fungsinya  Kemudian  dengan kondisi seperti itu maka saya melapor sekaligus meminta izin kepada pimpinan dalam hal ini sekda dan bupati  seizin beliau saya akan mengundang organisasi terkait untuk membuat tim besar yang didalamnya tertuang tugas masing masing setiap organisasi yang terlibat dalam acara tersebut  ,1,"Once in a district activity where the activities involved several related organizations but it seemed that there was no cross-organization collaboration due to a lack of coordination with the relevant agencies according to their main tasks and functions. Then with conditions like that, I reported and asked for permission from the leadership, in this case the regional secretary and the regent for permission. I will invite the relevant organizations to form a large team in which the respective tasks of each organization involved in the event will be outlined",Once in a district activity where the activities involved several related organizations but there was no cross-organization collaboration.
